date,symbol,action,quantity,price,status
2021-04-06T19:50:35.228345Z,SQ,buy,64.208417,236.4,filled
2021-04-06T19:19:28.279418Z,SQ,sell,63.0,238.0,filled
2021-04-06T18:44:50.548453Z,SQ,sell,63.0,238.0,cancelled
2021-03-31T13:35:13.924685Z,SQ,sell,63.0,245.0,cancelled
2021-03-18T16:33:18.140177Z,SQ,buy,60.676333,236.2,filled
2021-02-23T19:31:15.147454Z,SQ,sell,0.598467,250.64,filled
2021-02-23T19:30:27.328412Z,IDEX,sell,21.511983,3.175,filled
2021-02-23T19:29:55.243590Z,VIOG,sell,8.704735,219.885,filled
2021-02-23T19:29:42.975597Z,VOOG,sell,8.284702,231.98,filled
2021-02-23T19:28:55.556081Z,AAL,sell,14.526438,20.8724,filled
2021-02-12T18:46:28.533394Z,VIOG,buy,8.704735,229.76,filled
2021-02-12T18:45:56.599048Z,VOOG,buy,8.284702,241.375,filled
2021-02-12T18:34:17.405250Z,META,buy,0.555807,269.8775,filled
2021-02-12T18:33:16.236151Z,META,buy,0.370631,269.81,filled
2021-02-12T18:32:52.731736Z,IDEX,buy,21.511983,4.645,filled
2021-02-12T18:32:35.601445Z,AAL,buy,14.526438,17.21,filled
2021-02-12T18:31:52.545014Z,TMUS,buy,2.031383,123.055,filled
2021-11-18T21:09:15.201136Z,AAPL,buy,4.712087,134.195,filled
2021-02-12T18:30:23.592802Z,SQ,buy,3.679907,271.735,filled
2021-02-12T18:25:47.436179Z,AMZN,buy,0.307714,3249.77,filled
2021-02-12T18:25:20.788995Z,GOOG,buy,0.477054,2096.195,filled
2021-02-11T18:25:44.557066Z,INTC,sell,1.0,60.335,filled
2021-02-11T18:25:33.286440Z,GAIN,sell,1.393142,11.965,filled
2021-02-11T18:25:21.884197Z,IIPR,sell,0.454892,207.7073,filled
2021-02-11T18:25:08.513176Z,IBM,sell,1.259464,121.02,filled
2021-02-11T18:24:54.544163Z,GOOG,sell,0.046004,2090.39,filled
2021-02-11T18:24:39.161973Z,ORC,sell,1.035991,5.575,filled
2021-02-11T18:24:22.472619Z,BAC,sell,0.883286,32.825,filled
2021-02-11T16:22:06.630076Z,AMD,sell,2.760319,92.33,filled
2021-02-11T16:21:50.860692Z,AAPL,sell,3.035448,135.035,filled
2021-02-11T16:21:12.988316Z,AMZN,sell,0.314252,3278.095,filled
2021-02-11T16:20:50.914821Z,HAS,sell,11.339904,90.605,filled
2021-02-08T19:43:29.606974Z,AMZN,buy,0.30216,3308.135,filled
2021-02-08T18:55:57.429519Z,UBER,sell,1.0,59.0618,filled
2021-02-08T18:55:29.761355Z,RLJ,sell,6.0,14.1314,filled
2021-02-08T18:54:00.045853Z,F,sell,2.0,11.4028,filled
2021-02-08T18:52:21.112810Z,PFE,sell,4.506877,34.7621,filled
2021-02-08T18:49:39.758293Z,KBH,sell,1.0,44.8222,filled
2021-02-08T18:48:42.299653Z,HAS,buy,10.657572,93.83,filled
2021-02-08T18:45:23.602514Z,DASH,sell,0.412544,174.51,filled
2021-02-08T18:44:53.472456Z,AAL,sell,29.103931,17.795,filled
2021-02-05T20:36:32.019129Z,AAL,buy,29.103931,17.175,filled
2021-02-05T20:09:47.927104Z,SQ,sell,12.549775,238.85,filled
2021-02-05T19:45:39.156056Z,SQ,buy,4.654255,239.845,filled
2021-02-04T19:39:23.101074Z,F,buy,1.0,11.4372,filled
2021-02-04T19:38:00.795682Z,INTC,sell,19.0,58.3423,filled
2021-02-02T15:25:22.428881Z,PFE,buy,3.0,34.5279,filled
2021-02-01T16:32:58.789570Z,GAIN,buy,0.009709,10.3,filled
2021-01-28T23:54:02.441437Z,ORC,buy,0.345083,5.39,filled
2021-01-26T14:47:16.204758Z,AAPL,buy,1.0,142.45,filled
2021-01-25T21:14:21.297807Z,SQ,buy,4.0,216.22,filled
2021-01-22T20:27:17.009045Z,IBM,buy,1.259464,118.725,filled
2021-01-22T20:24:21.703543Z,INTC,buy,20.0,56.945,filled
2021-01-25T14:49:42.688600Z,BAC,sell,35.0,31.005,filled
2021-01-21T19:42:21.584989Z,F,sell,8.0,11.5228,filled
2021-01-21T20:01:25.328594Z,AMD,sell,11.0,91.78,filled
2021-01-21T19:37:35.604598Z,SQ,buy,3.0,220.39,filled
2021-01-21T19:39:55.973756Z,AMD,sell,12.0,0.0,cancelled
2021-01-21T19:24:55.747674Z,HAS,sell,7.0,97.48,filled
2021-01-20T19:56:15.982126Z,DASH,buy,0.412544,191.955,filled
2021-01-20T19:55:04.604076Z,RLJ,buy,5.0,14.565,filled
2021-01-20T19:51:37.473912Z,F,sell,15.0,10.7522,filled
2021-01-20T19:49:48.205824Z,AMD,buy,10.108384,89.035,filled
2021-01-20T19:48:29.651100Z,BAC,buy,27.883286,32.2774,filled
2021-01-20T18:38:35.545226Z,GOOG,sell,1.0,1890.79,filled
2021-01-20T18:11:07.082779Z,GOOG,sell,1.0,0.0,cancelled
2021-11-18T21:10:47.978049Z,AMD,buy,1.651935,90.775,filled
2021-01-14T17:30:03.034071Z,GAIN,sell,14.077897,10.655,filled
2021-01-14T17:28:44.331088Z,GOOG,buy,0.828024,1741.0,filled
2021-01-14T17:21:55.683636Z,UBER,buy,1.0,58.335,filled
2021-01-14T17:19:27.657361Z,GOOG,buy,0.115053,1738.32,filled
2021-01-14T17:02:46.354885Z,SQ,sell,7.0,236.0,filled
2021-01-14T16:57:26.790573Z,IIPR,buy,0.454892,190.885,filled
2021-01-14T16:56:40.058423Z,RLJ,buy,1.0,14.67,filled
2021-01-14T17:15:17.517479Z,ORC,sell,28.0,5.33,filled
2021-01-11T16:44:18.612041Z,SQ,buy,6.542911,229.075,filled
2020-12-17T20:47:35.549464Z,PFE,buy,1.313542,38.065,filled
2020-12-08T20:10:01.894037Z,SQ,buy,0.352609,212.7,filled
2020-12-08T20:09:39.499555Z,AMZN,sell,0.011007,3179.79,filled
2020-12-08T20:07:26.250611Z,PFE,buy,0.165623,42.325,filled
2020-12-01T15:48:59.116439Z,GAIN,buy,0.107,10.0,filled
2020-11-23T19:31:36.125863Z,HAS,sell,1.508783,92.79,filled
2020-11-19T15:51:55.428603Z,PFE,buy,0.027712,36.085,filled
2020-11-17T14:32:41.364581Z,HAS,buy,0.068523,90.48,filled
2020-11-02T14:37:22.831584Z,GAIN,buy,0.126627,8.45,filled
2020-10-29T13:34:47.380522Z,ORC,buy,0.360784,5.1,filled
2020-10-01T15:40:25.026460Z,GAIN,buy,0.116356,9.11,filled
2020-09-21T20:44:45.692854Z,GOOG,buy,0.034796,1436.93,filled
2020-09-03T17:10:00.043561Z,HAS,sell,7.877408,80.755,filled
2020-09-03T17:06:46.037955Z,ADT,sell,1.0,10.4626,filled
2020-09-02T14:12:57.627086Z,GAIN,buy,0.111347,9.43,filled
2020-08-28T13:54:28.685097Z,ORC,buy,0.330124,5.089,filled
2020-08-17T13:31:54.500640Z,AAPL,buy,0.508862,463.7799,filled
2020-08-03T18:50:37.903209Z,ADT,buy,1.0,13.885,filled
2020-08-03T16:24:15.195728Z,GOOG,buy,0.068131,1467.745,filled
2020-08-03T16:23:00.798457Z,AMZN,buy,0.023099,3134.305,filled
2020-08-03T16:09:28.654176Z,PLUG,sell,10.0,9.0624,filled
2020-07-30T13:37:38.665886Z,BAC,buy,3.0,24.675,filled
2020-07-29T15:54:40.744143Z,GAIN,buy,10.0,9.345,filled
2020-07-28T16:01:32.491750Z,HAS,sell,17.0,0.0,cancelled
2020-07-27T16:43:27.243389Z,HAS,buy,7.0,71.7691,filled
2020-07-27T16:42:30.677141Z,HAS,buy,10.0,71.7871,filled
2020-07-27T16:41:05.760131Z,F,buy,24.0,6.8868,filled
2020-07-27T16:39:15.815207Z,GAIN,buy,5.0,10.0893,filled
2020-07-27T16:38:40.978445Z,ORC,buy,28.0,4.935,filled
2020-07-27T16:37:49.723091Z,KBH,buy,1.0,33.9574,filled
2020-07-27T16:35:48.843579Z,AMD,buy,2.0,69.02,filled
2020-07-27T16:35:09.826646Z,PLUG,buy,10.0,8.3571,filled
2020-07-27T16:34:30.115524Z,WPX,sell,1.0,5.855,filled
2020-07-27T16:34:02.385721Z,SQ,buy,1.0,123.1335,filled
2020-07-27T16:33:34.816935Z,BAC,buy,5.0,24.15,filled
2020-07-24T13:38:07.549672Z,BLNK,sell,27.0,6.68,filled
2020-07-20T13:48:01.643552Z,BLNK,buy,11.0,5.969,filled
2020-07-15T15:26:00.374432Z,BLNK,buy,16.0,5.5,filled
2020-07-07T13:38:58.416501Z,BLNK,sell,20.0,6.93,filled
2020-07-01T14:23:04.946706Z,BLNK,buy,10.0,4.3993,filled
2020-07-01T14:05:24.564773Z,BLNK,buy,10.0,4.46,filled
2020-05-13T15:49:12.880628Z,SDIV,sell,58.0,9.45,filled
2020-05-13T15:19:19.622628Z,RLJ,sell,95.0,7.49,filled
2020-05-13T15:37:28.768940Z,PLUG,sell,200.0,4.21,filled
2020-05-13T15:40:35.727249Z,F,sell,90.0,4.72,filled
2020-05-06T14:59:47.749530Z,SDIV,buy,43.0,9.845,filled
2020-05-06T14:59:09.836118Z,PLUG,sell,100.0,4.2118,filled
2020-05-05T13:57:06.350995Z,RLJ,buy,5.0,8.705,filled
2020-04-16T19:30:16.469126Z,F,buy,81.0,4.9478,filled
2020-04-16T19:29:05.300893Z,PLUG,sell,89.0,4.495,filled
2020-04-16T17:04:19.470563Z,PLUG,buy,1.0,4.4488,filled
2020-04-16T17:03:41.649680Z,RLJ,buy,6.0,7.4999,filled
2020-04-07T16:06:12.432315Z,RLJ,buy,6.0,8.01,filled
2020-03-24T17:09:43.047182Z,PLUG,buy,9.0,3.789,filled
2020-03-24T17:09:23.406690Z,RLJ,buy,40.0,5.42,filled
2020-03-10T19:33:56.343742Z,PLUG,buy,34.0,4.1388,filled
2020-03-09T17:55:09.623243Z,PLUG,buy,45.0,4.1688,filled
2020-03-09T17:54:57.083302Z,PLUG,buy,25.0,4.1783,filled
2020-03-04T14:48:48.101125Z,PLUG,buy,260.0,4.599,filled
2020-03-03T16:28:08.740249Z,PLUG,buy,15.0,4.56,filled
2020-03-03T16:26:08.816889Z,FVRR,sell,2.0,33.1416,filled
2020-03-03T16:25:36.930524Z,F,buy,1.0,7.0078,filled
2020-03-03T21:30:10.547949Z,SDIV,buy,10.0,15.4265,filled
2020-03-03T16:24:40.546570Z,RLJ,buy,10.0,13.385,filled
2020-03-03T14:36:26.072631Z,BYND,sell,1.0,101.56,filled
2020-03-03T13:54:07.462013Z,MAIN,buy,1.0,40.84,cancelled
2020-02-28T18:02:58.587567Z,SDIV,buy,4.0,15.12,filled
2020-02-28T17:55:36.247039Z,BAC,sell,1.0,28.4928,filled
2020-02-28T17:55:04.183665Z,AMC,sell,5.0,6.3548,filled
2020-02-28T17:22:32.477514Z,F,buy,8.0,6.83,filled
2020-02-28T17:15:36.642984Z,BYND,buy,1.0,87.134,filled
2020-02-28T17:12:32.454705Z,APHA,sell,9.0,3.482,filled
2020-02-28T17:12:16.803658Z,GNCIQ,sell,21.0,1.7849,filled
2020-02-28T17:11:55.217972Z,KBH,sell,1.0,33.23,filled
2020-02-28T17:11:31.238635Z,BLNK,sell,22.0,2.26,filled
2020-02-28T17:11:12.372340Z,PRTYQ,sell,3.0,1.9823,filled
2020-02-28T17:08:15.403643Z,RLJ,buy,27.0,13.48,filled
2020-02-28T17:06:14.165214Z,GSAT,sell,14.0,0.3901,filled
2020-02-28T17:05:39.511909Z,GM,sell,1.0,29.912,filled
2020-02-28T17:05:09.470651Z,UA,sell,1.0,12.4623,filled
2020-02-28T17:04:30.768041Z,F,sell,1.0,6.8128,filled
2020-02-28T17:04:13.218555Z,YOLO,sell,3.0,9.3447,filled
2020-02-28T17:03:57.803002Z,ACB,sell,1.0,1.352,filled
2020-02-28T17:03:42.028080Z,HEXO,sell,8.0,1.11,filled
2020-02-27T20:18:55.261579Z,TUP,sell,2.0,3.0101,filled
2020-02-27T20:18:17.995053Z,GME,sell,2.0,3.5522,filled
2020-02-27T20:17:55.444801Z,GRPN,sell,1.0,1.36,filled
2020-02-19T18:24:09.512629Z,PLUG,sell,40.0,5.38,filled
2020-02-19T18:26:33.295456Z,PLUG,sell,36.0,5.37,filled
2020-02-19T18:07:32.843349Z,PLUG,buy,29.0,5.2899,filled
2020-02-19T17:59:09.752142Z,KBH,buy,1.0,40.1285,filled
2020-02-19T17:51:51.315235Z,PLUG,buy,37.0,5.33,cancelled
2020-02-19T17:47:59.693052Z,PLUG,sell,47.0,0.0,cancelled
2020-02-19T17:41:23.525306Z,PLUG,sell,47.0,4.5,cancelled
2020-02-18T16:00:00.987107Z,PLUG,buy,32.0,4.8188,filled
2020-02-18T15:59:29.563991Z,ACB,sell,99.0,1.572,filled
2020-02-18T15:58:24.246870Z,GNCIQ,buy,1.0,2.2477,filled
2020-02-18T15:56:02.861622Z,PRTYQ,buy,1.0,2.7075,filled
2020-02-18T15:55:44.306653Z,FVRR,buy,1.0,27.5868,filled
2020-02-18T15:55:08.359302Z,PLUG,buy,10.0,4.7777,filled
2020-02-18T15:54:13.662400Z,PLUG,buy,2.0,4.7789,filled
2020-02-18T15:53:41.907121Z,BLNK,buy,20.0,2.8868,filled
2020-02-12T15:59:16.079772Z,TLRDQ,sell,15.0,3.94,filled
2020-01-21T18:36:47.680266Z,HEXO,buy,1.0,1.495,filled
2020-01-16T17:21:59.941899Z,BLNK,buy,1.0,2.11,filled
2020-01-15T15:06:02.112503Z,PRTYQ,buy,1.0,2.835,filled
2020-01-15T15:04:02.884327Z,TLRDQ,buy,11.0,4.165,filled
2020-01-07T19:38:26.037402Z,GSAT,buy,9.0,0.5579,filled
2020-01-07T19:37:48.555808Z,TUP,buy,1.0,8.3578,filled
2020-01-07T19:37:21.629400Z,GNCIQ,buy,20.0,2.435,filled
2020-01-07T19:27:23.425537Z,ACB,buy,15.0,1.845,filled
2020-01-02T18:34:41.715719Z,ACB,buy,40.0,2.04,filled
2020-01-02T18:31:56.926626Z,ACB,buy,30.0,2.045,filled
2020-01-01T21:26:07.553243Z,ACB,buy,22.0,2.25,cancelled
2019-12-31T15:26:24.723857Z,ACB,buy,5.0,2.045,filled
2019-12-17T16:28:15.444757Z,BAC,buy,1.0,34.969,filled
2019-12-17T16:23:40.129588Z,PRTYQ,sell,35.0,1.9,filled
2019-12-17T16:21:54.929738Z,PLUG,buy,2.0,3.135,filled
2019-12-17T16:17:10.997799Z,TUP,sell,1.0,8.15,filled
2019-11-26T17:01:08.580177Z,PRTYQ,buy,10.0,1.78,filled
2019-11-26T17:00:04.605883Z,AMC,buy,2.0,8.045,filled
2019-11-26T16:58:34.432337Z,APHA,buy,4.0,4.605,filled
2019-11-26T16:58:11.111856Z,ACB,buy,5.0,2.485,filled
2019-11-26T16:55:12.285149Z,WPRT,sell,1.0,2.5248,filled
2019-11-26T16:54:42.487195Z,RIOT,sell,7.0,1.35,filled
2019-11-26T16:54:02.413916Z,CEI,sell,5.0,0.9277,filled
2019-11-26T16:53:02.103298Z,BLNK,sell,45.0,1.9387,filled
2019-11-26T16:42:40.365252Z,PLUG,buy,1.0,3.885,filled
2019-11-25T16:58:17.487305Z,VSTM,sell,4.0,1.1401,filled
2019-11-26T17:01:23.812278Z,PRTYQ,sell,26.0,1.88,cancelled
2019-11-25T16:47:07.803145Z,GME,buy,1.0,5.89,filled
2019-11-25T16:46:28.561872Z,AMC,buy,2.0,8.2399,filled
2019-11-25T16:46:06.731647Z,CEI,buy,2.0,1.02,filled
2019-11-25T16:45:46.833818Z,CEI,buy,2.0,1.02,filled
2019-11-25T16:45:19.112458Z,BLNK,buy,23.0,1.648,filled
2019-11-25T16:44:27.853736Z,HAS,sell,1.0,98.86,filled
2019-11-20T18:01:39.836542Z,ORC,sell,6.0,5.63,filled
2019-11-20T17:59:41.537491Z,GE,sell,1.0,11.305,filled
2019-11-20T17:59:30.122103Z,BAC,sell,1.0,32.615,filled
2019-11-20T17:59:15.247419Z,TTOO,sell,1.0,1.8501,filled
2019-11-20T17:59:01.462988Z,JYNT,sell,1.0,18.05,filled
2019-11-20T17:58:48.312451Z,UMC,sell,1.0,2.41,filled
2019-11-20T17:58:36.673530Z,BGCP,sell,1.0,5.661,filled
2019-11-20T17:58:02.941411Z,AMD,sell,1.0,41.2101,filled
2019-11-20T17:57:46.201808Z,TWNK,sell,1.0,13.59,filled
2019-11-20T17:57:28.387814Z,KBH,sell,1.0,34.915,filled
2019-11-20T17:57:14.139612Z,NIO,sell,1.0,1.865,filled
2019-11-20T17:56:58.221406Z,PLUG,sell,1.0,3.575,filled
2019-11-15T19:08:47.342746Z,ACB,buy,4.0,2.835,filled
2019-11-14T17:27:06.696227Z,UMC,buy,1.0,2.365,filled
2019-11-14T17:26:51.405949Z,WPRT,buy,1.0,2.725,filled
2019-11-14T15:14:49.479306Z,PRTYQ,buy,10.0,1.88,filled
2019-11-13T20:59:55.015555Z,GM,buy,1.0,37.235,filled
2019-11-13T20:57:57.826863Z,JYNT,buy,1.0,17.7878,filled
2019-11-13T20:52:27.287404Z,PLUG,sell,23.0,3.365,filled
2019-11-13T20:46:51.837353Z,TTOO,buy,1.0,1.695,filled
2019-11-13T20:46:09.844384Z,GE,buy,1.0,11.26,filled
2019-11-13T20:45:35.518653Z,AMD,buy,1.0,37.525,filled
2019-11-13T20:44:33.701296Z,VSTM,buy,2.0,0.9971,filled
2019-11-13T20:44:19.009363Z,TUP,buy,1.0,8.6863,filled
2019-11-13T20:43:01.866318Z,PRTYQ,buy,8.0,1.685,filled
2019-11-07T20:54:00.167365Z,PRTYQ,buy,8.0,2.005,filled
2019-11-07T17:08:30.230036Z,KBH,buy,1.0,32.717,filled
2019-11-06T20:49:44.311754Z,BGCP,buy,1.0,5.637,filled
2019-11-06T20:49:19.436561Z,CEI,buy,1.0,2.02,filled
2019-11-06T20:48:35.562768Z,FVRR,buy,1.0,22.78,filled
2019-11-06T20:47:03.860855Z,GRPN,buy,1.0,2.915,filled
2019-11-06T20:43:11.941714Z,ACB,sell,9.0,3.755,filled
2019-11-06T16:20:44.354814Z,RIOT,buy,4.0,1.55,filled
2019-11-06T15:46:55.480678Z,YOLO,buy,1.0,13.188,filled
2019-11-06T15:46:15.520245Z,RIOT,buy,2.0,1.5586,filled
2019-11-06T15:33:55.811412Z,VSTM,buy,1.0,1.1373,filled
2019-11-06T15:02:14.823281Z,HEXO,buy,6.0,2.145,filled
2019-11-06T14:58:46.270045Z,NIO,sell,8.0,2.11,filled
2019-11-06T14:57:59.128180Z,NIO,sell,8.0,2.16,cancelled
2019-11-05T19:55:58.496419Z,AMC,buy,1.0,9.855,filled
2019-11-05T15:00:34.794322Z,BLNK,buy,5.0,2.06,filled
2019-11-05T14:45:34.884071Z,GNCIQ,sell,3.0,2.8503,filled
2019-11-04T17:37:29.732697Z,TUP,buy,1.0,9.927,filled
2019-11-04T17:35:14.292459Z,HAS,buy,1.0,97.455,filled
2019-11-04T17:28:00.467884Z,UA,buy,1.0,16.047,filled
2019-11-04T17:27:24.455978Z,BAC,buy,1.0,32.305,filled
2019-11-04T17:24:31.833351Z,NIO,buy,1.0,1.735,filled
2019-11-04T17:23:51.718267Z,PLUG,buy,12.0,2.805,filled
2019-11-04T17:23:18.187154Z,TLRDQ,buy,3.0,5.24,filled
2019-11-04T17:22:59.784526Z,NIO,buy,4.0,1.735,filled
2019-11-04T17:22:43.901093Z,GNCIQ,buy,2.0,2.825,filled
2019-11-04T17:19:40.468797Z,TWNK,buy,1.0,12.785,filled
2019-11-01T14:23:51.487612Z,BLNK,buy,10.0,2.121,filled
2019-11-01T13:57:54.634687Z,CEI,sell,1.0,2.73,filled
2019-11-01T13:47:37.950825Z,BLNK,buy,4.0,2.15,filled
2019-10-30T18:57:37.532901Z,RLJ,sell,13.0,16.5205,filled
2019-10-30T18:56:48.917497Z,HEXO,sell,12.0,2.2501,filled
2019-10-30T18:54:58.003090Z,PLUG,buy,12.0,2.61,filled
2019-10-28T17:23:34.863843Z,TLRDQ,sell,7.0,5.105,filled
2019-10-28T17:23:05.911972Z,GNCIQ,sell,3.0,2.583,filled
2019-10-28T15:47:28.621906Z,GME,buy,1.0,6.447,filled
2019-10-28T15:21:08.366481Z,GSAT,buy,5.0,0.38261,filled
2019-10-28T15:19:41.717190Z,RIOT,buy,1.0,1.7099,filled
2019-10-28T15:18:56.091862Z,VSTM,buy,1.0,1.327,filled
2019-10-28T15:15:49.701314Z,ACB,sell,1.0,3.815,filled
2019-10-28T15:13:29.034771Z,BLNK,buy,2.0,2.194,filled
2019-10-28T15:04:43.948716Z,ACB,sell,12.0,3.815,filled
2019-10-28T14:55:39.246793Z,ORC,buy,1.0,5.585,filled
2019-10-28T14:54:52.725877Z,RLJ,buy,6.0,16.585,filled
2019-10-28T14:54:17.368690Z,HEXO,buy,10.0,2.395,filled
2019-10-28T14:28:14.574460Z,TLRDQ,buy,3.0,4.98,filled
2019-10-28T14:10:41.974477Z,TVIX,sell,3.0,9.285,filled
2019-10-28T14:08:21.793924Z,ORC,buy,4.0,5.59,filled
2019-10-28T14:04:59.409492Z,NIO,buy,1.0,1.47,filled
2019-10-28T14:04:03.025254Z,CEI,sell,10.0,0.096,filled
2019-10-28T14:03:14.878537Z,NIO,buy,1.0,1.485,filled
2019-10-28T14:02:59.020748Z,RLJ,buy,1.0,16.6195,filled
2019-10-28T13:57:18.386364Z,APHA,buy,2.0,5.515,filled
2019-10-28T13:57:01.398685Z,GNCIQ,buy,2.0,2.475,filled
2019-10-28T13:52:10.804617Z,F,sell,27.0,8.705,filled
2019-10-25T16:02:56.451009Z,CEI,buy,10.0,0.0863,filled
2019-10-23T16:06:44.596085Z,NIO,buy,1.0,1.5661,filled
2019-10-23T16:06:32.262274Z,GNCIQ,buy,1.0,2.237,filled
2019-10-28T14:51:33.888932Z,BLNK,sell,2.0,2.8,cancelled
2019-10-25T15:59:24.574686Z,GNCIQ,sell,1.0,2.5,cancelled
2019-10-28T13:51:34.313638Z,F,sell,28.0,9.5,cancelled
2019-10-22T14:04:50.309922Z,SDIV,buy,1.0,17.205,filled
2019-10-22T14:04:06.204000Z,CEI,sell,9.0,0.1133,filled
2019-10-22T13:40:11.766194Z,F,buy,1.0,8.985,filled
2019-10-21T16:29:36.327967Z,TLRDQ,buy,4.0,4.555,filled
2019-10-21T16:26:48.841726Z,F,buy,23.0,9.105,filled
2019-10-21T16:26:19.488515Z,TVIX,buy,3.0,10.3099,filled
2019-10-21T16:23:50.282524Z,F,buy,3.0,9.105,filled
2019-10-21T16:23:36.147866Z,RLJ,sell,17.0,16.76,filled
2019-10-21T16:10:14.679653Z,YOLO,buy,1.0,13.68,filled
2019-10-21T16:09:54.940676Z,APHA,buy,2.0,4.7181,filled
2019-10-21T16:09:32.180897Z,HEXO,buy,2.0,2.6099,filled
2019-10-21T16:08:19.253432Z,GNCIQ,sell,30.0,2.075,filled
2019-10-18T18:58:44.005793Z,BLNK,buy,1.0,2.3,filled
2019-10-18T18:57:46.823357Z,RLJ,buy,8.0,16.5798,filled
2019-10-18T18:50:44.510071Z,ACB,buy,22.0,3.69,filled
2019-10-18T13:53:06.980389Z,GNCIQ,buy,10.0,1.975,filled
2019-10-17T19:50:58.671460Z,BLNK,buy,1.0,2.325,filled
2019-10-17T19:36:02.360319Z,RLJ,buy,10.0,16.5698,filled
2019-10-17T18:56:34.782492Z,YOLO,buy,1.0,14.07,filled
2019-10-17T17:50:53.504508Z,APHA,buy,1.0,4.9481,filled
2019-10-17T17:50:52.725121Z,ACB,buy,1.0,3.795,filled
2019-10-17T17:23:48.324580Z,HEXO,buy,1.0,2.8299,filled
2019-10-17T15:23:47.999977Z,PLUG,sell,42.0,2.93,filled
2019-10-17T15:23:33.398486Z,TLRDQ,buy,1.0,4.405,filled
2019-10-16T16:35:27.962992Z,CEI,buy,9.0,0.1254,filled
2019-10-16T16:32:17.961071Z,PLUG,buy,36.0,2.785,filled
2019-10-16T14:27:04.386136Z,GNCIQ,buy,1.0,2.005,filled
2019-10-16T14:24:04.742701Z,GNCIQ,buy,18.0,2.01,filled
2019-10-16T14:21:06.166384Z,RLJ,buy,8.0,16.74,cancelled
2019-10-16T14:17:31.192944Z,NIO,buy,1.0,1.4185,filled
2019-10-16T14:09:24.993557Z,TVIX,sell,9.0,11.12,filled
2019-10-16T14:09:16.047898Z,TVIX,sell,3.0,11.14,filled
2019-10-15T13:55:05.189598Z,TVIX,buy,4.0,11.12,filled
2019-10-14T17:45:27.292007Z,CEI,buy,1.0,0.139897,filled
2019-10-14T17:41:11.336460Z,GNCIQ,buy,2.0,2.1397,filled
2019-10-14T17:40:48.338433Z,CEI,sell,15.0,0.14185,filled
